"text","href"
"Trump Unveils His Tax Reform Plan","https://psmag.com/trump-unveils-his-tax-reform-plan-147f3674641e?source=topic---8------3-----------"
"","https://medium.com/@DwyerGunn"
"Dwyer Gunn","https://psmag.com/@DwyerGunn"
"Why the wall on the Mexican border won’t happen","https://medium.com/@Brookings/why-the-wall-on-the-mexican-border-wont-happen-410983b07865?source=topic---8------1-----------"
"","https://medium.com/@Brookings"
"Disproving the Myth of the Purity Test","https://medium.com/theyoungturks/disproving-the-myth-of-the-purity-test-91f0d65f197f?source=topic---8------4-----------"
"","https://medium.com/@cenkuygur"
"We’re Living in a Surveillance Society, So Why Do We Need Bail?","https://medium.com/aclu/were-living-in-a-surveillance-society-so-why-do-we-need-bail-40d631266223?source=topic---8------0-----------"
"Climate change is causing a major redistribution of life on Earth","https://medium.com/@neelsunderjalan/climate-change-is-causing-a-major-redistribution-of-life-on-earth-620f78544bb3?source=topic---8------1-----------"
"","https://medium.com/@neelsunderjalan"
"Syrian Refugees Are Stuck at the Intersection of the Algeria-Morocco Rivalry","https://psmag.com/syrian-refugees-are-stuck-at-the-intersection-of-the-algeria-morocco-rivalry-515e0abf70b2?source=topic---8------2-----------"
"","https://medium.com/@mhayoun"
"Massoud Hayoun","https://psmag.com/@mhayoun"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Ftopic%2Flife"
"Self","https://medium.com/topic/self"
"Breaking Up With Sephora","https://thebillfold.com/breaking-up-with-sephora-263087e64d49?source=topic---8------0-----------"
"","https://medium.com/@janineannett"
"Should you beg your partner to stay?","https://psiloveyou.xyz/should-you-beg-your-partner-to-stay-d6a79478a814?source=topic---8------2-----------"
"","https://medium.com/@mumayank"
"The Life of a Millenial Burn(t) Out","https://medium.com/@jessibowtf/the-life-of-a-millenial-burn-t-out-16ebe64e5174?source=topic---8------3-----------"
"How to Avoid Becoming a Pod Person","https://movietime.guru/how-to-avoid-becoming-a-pod-person-87d3da4e101d?source=topic---8------1-----------"
"","https://medium.com/@rossjedwards"
"Living It Up at the Hotel California","https://medium.com/stories-ive-been-meaning-to-tell-you/living-it-up-at-the-hotel-california-b520690f69fa?source=topic---8------4-----------"
"It’s Just a Job","https://medium.com/@joshparcell/its-just-a-job-6e53e2ab2939?source=topic---8------0-----------"
"","https://medium.com/@joshparcell"
"How I Hustle: Ryan Elwood","https://medium.com/hustleapp/how-i-hustle-ryan-elwood-dc2124f29aa?source=topic---8------2-----------"
"","https://medium.com/@ryanelwood"
"Ask A Swole Woman: Can a Personal Trainer Touch You Without Permission?","https://thehairpin.com/ask-a-swole-woman-can-a-personal-trainer-touch-you-without-permission-f0ac4584c967?source=topic---8------3-----------"
"","https://medium.com/@caseyjohnston"
"Casey Johnston","https://thehairpin.com/@caseyjohnston"
"How I Got My Yo-yo And Learned A Lesson In American Economics","https://thecoffeelicious.com/how-i-got-my-yo-yo-and-learned-a-lesson-in-american-economics-c7ce508f7838?source=topic---8------1-----------"
"","https://medium.com/@bookgardener"
"Mike Essig","https://thecoffeelicious.com/@bookgardener"
"Tomorrow Is The Day I’ll Quit Today","https://medium.com/@samgrittner/tomorrow-is-the-day-ill-quit-today-5c9325a0a6dd?source=topic---8------4-----------"
"","https://medium.com/@samgrittner"
"If You’re Suicidal, Staying Alive Is The Most Selfless Thing To Do","https://theestablishment.co/if-youre-suicidal-staying-alive-is-the-most-selfless-thing-you-can-do-a3b30d59505a?source=topic---8------0-----------"
"","https://medium.com/@anne_theriault"
"Anne Thériault","https://theestablishment.co/@anne_theriault"
"How Love is Awareness","https://umairhaque.com/how-love-is-awareness-146ab9c05ee0?source=topic---8------1-----------"
"","https://medium.com/@umairh"
"umair haque","https://umairhaque.com/@umairh"
"Selling Our Grief","https://medium.com/@DominiqueMatti/selling-our-grief-2ac6f4034025?source=topic---8------2-----------"
"","https://medium.com/@DominiqueMatti"
"When I Stopped Counting Days","https://medium.com/ask-me-about-my-uterus/when-i-stopped-counting-days-d9fe42fcb52c?source=topic---8------0-----------"
"","https://medium.com/@AlliTemple"
"5 Questions to Stop Asking People Who are Dating Parents","https://medium.com/@tatummarie/5-things-to-stop-saying-to-your-friend-who-is-dating-a-parent-fceecb20bb01?source=topic---8------1-----------"
"","https://medium.com/@tatummarie"
"Journey after Suicide: Writing from hospital","https://medium.com/invisible-illness/journey-after-suicide-writing-from-hospital-bb71430e1dd4?source=topic---8------2-----------"
"Bus Taking","https://rover.whoistheo.com/bus-taking-aac4ae42dd2a?source=topic---8------0-----------"
"","https://medium.com/@leogopal"
"","https://medium.com/@bwuske"
"Brandon Wuske","https://rover.whoistheo.com/@bwuske"
"What I Learned From My Cat’s Death","https://artplusmarketing.com/what-i-learned-from-my-cats-death-abd245239bc6?source=topic---8------2-----------"
"","https://medium.com/@Innerverse"
"Taylor Maurand","https://artplusmarketing.com/@Innerverse"
"Why Self-Stigma is the Most Dangerous Pitfall when Battling Mental Illness","https://theslant.zova.com/why-self-stigma-is-the-most-dangerous-pitfall-when-battling-mental-illness-6f0459c4a724?source=topic---8------3-----------"
"","https://medium.com/@readwriteandlove"
"Noha Medhat","https://theslant.zova.com/@readwriteandlove"
"A Letter To Cis Parents From a Nonbinary Young Adult","https://medium.com/@hologramvron/a-letter-to-cis-parents-from-a-nonbinary-young-adult-c54e02c5817?source=topic---8------1-----------"
"","https://medium.com/@hologramvron"
"Taxes After Marriage","https://thebillfold.com/taxes-after-marriage-85e0a5db0f6?source=topic---8------4-----------"
"","https://medium.com/@laurensieben"
"Lauren Sieben","https://thebillfold.com/@laurensieben"
"My Very Un-Instagrammable 9 Months on an Organic Farm","https://medium.com/indian-thoughts/my-very-un-instagrammable-9-months-on-an-organic-farm-9ce6d1cae4f5?source=topic---8------0-----------"
"","https://medium.com/@katiehyson23"
"What Happens When Your Biggest Fear Is Something Inevitable?","https://theestablishment.co/what-happens-when-your-biggest-fear-is-something-inevitable-9fdd042cd645?source=topic---8------1-----------"
"","https://medium.com/@sarahkurchak"
"Sarah Kurchak","https://theestablishment.co/@sarahkurchak"
"A Work in Progress","https://medium.com/@meganhoins/a-work-in-progress-588d51632587?source=topic---8------2-----------"
"","https://medium.com/@meganhoins"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Ftopic%2Fculture"
"Photography","https://medium.com/topic/photography"
"Kendrick Lamar Is Hip-Hop’s King—But for How Long?","https://medium.com/@PaulCantor/kendrick-lamar-is-hip-hops-king-but-for-how-long-5a3ae25d4e3d?source=topic---8------0-----------"
"Lunch with the FT: Ta-Nehisi Coates","https://medium.ft.com/lunch-with-the-ft-ta-nehisi-coates-f15d54eea335?source=topic---8------2-----------"
"","https://medium.com/@Financial_Times"
"The Financial Times","https://medium.ft.com/@Financial_Times"
"Opinion: Can you separate the artist from their art? Should you?","https://medium.com/@ebonstorm/opinion-can-you-separate-the-artist-from-their-art-should-you-5a51ad54530a?source=topic---8------3-----------"
"Margaret Atwood Is Still Seeing the Future","https://theringer.com/handmaids-tale-margaret-atwood-novel-hulu-adaptation-22a8a87629aa?source=topic---8------1-----------"
"","https://medium.com/@alison.herman"
"Everything Goes Dumb, Part 1: A Retrospective On Streetlight Manifesto’s 2003 Debut Album","https://medium.com/@rudehunch/everything-goes-dumb-part-1-a-retrospective-on-streetlight-manifestos-2003-debut-album-87b7f9028630?source=topic---8------4-----------"
"From Snowflake to Trumpkin: How political slang is killing the discourse","https://extranewsfeed.com/from-snowflake-to-trumpkin-how-political-slang-is-killing-the-discourse-f8af76a663f5?source=topic---8------0-----------"
"","https://medium.com/@Goodsvejk"
"The Greatest Improv Advice I Can Give.","https://medium.com/@TimELyons/the-greatest-improv-advice-i-can-give-674c09f07376?source=topic---8------2-----------"
"","https://medium.com/@TimELyons"
"17 Millennial Pinks (and 1 Blue) I Wish Would Go Away","https://thehairpin.com/17-millennial-pinks-and-1-blue-i-wish-would-go-away-b7e5d7432d5d?source=topic---8------3-----------"
"","https://medium.com/@madhester"
"Madeline Hester","https://thehairpin.com/@madhester"
"The Hypocrisy of $425 Mud Jeans Extends Far Beyond the Fake Dirt","https://melmagazine.com/the-hypocrisy-of-425-mud-jeans-extends-far-beyond-the-fake-dirt-854e19a490a3?source=topic---8------1-----------"
"","https://medium.com/@tracylmoore"
"Tracy Moore","https://melmagazine.com/@tracylmoore"
"The Queer Erotics of Handholding in Literature","https://electricliterature.com/the-queer-erotics-of-handholding-in-literature-74732878f033?source=topic---8------4-----------"
"","https://medium.com/@Kristen_Arnett"
"Kristen Arnett","https://electricliterature.com/@Kristen_Arnett"
"The Transcendent Filthiness of Rob Delaney","https://theringer.com/rob-delaney-sharon-horgan-season-3-catastrophe-amazon-ce1ea3c0cd0?source=topic---8------0-----------"
"","https://medium.com/@rob.harvilla"
"Rob Harvilla","https://theringer.com/@rob.harvilla"
"Why ‘Girls’ Was Actually Just a Show About Molting Crustaceans","https://thehairpin.com/why-girls-was-actually-just-a-show-about-molting-crustaceans-2eb54a3639d9?source=topic---8------1-----------"
"","https://medium.com/@huttopian"
"Sarah Hutto","https://thehairpin.com/@huttopian"
"Hip-Hop, as Disruption","https://artplusmarketing.com/hip-hop-as-disruption-8cda1b05a49f?source=topic---8------2-----------"
"","https://medium.com/@JoelakaMaG"
"Joel Leon.","https://artplusmarketing.com/@JoelakaMaG"
"The Most Disappointing Year in Movies","https://filmschoolrejects.com/the-most-disappointing-year-in-movies-64d277869753?source=topic---8------0-----------"
"","https://medium.com/@thefilmcynic"
"Christopher Campbell","https://filmschoolrejects.com/@thefilmcynic"
"I Think You Are Sexy And That Is What Love Is, By Ed Sheeran","https://thebelladonnacomedy.com/i-think-you-are-sexy-and-that-is-what-love-is-by-ed-sheeran-846051d27bd6?source=topic---8------1-----------"
"","https://medium.com/@acteeley"
"Adrienne Teeley","https://thebelladonnacomedy.com/@acteeley"
"Jokes Should Hurt","https://medium.com/defiant/jokes-should-hurt-2ea03c701da5?source=topic---8------2-----------"
"","https://medium.com/@ajairaj22"
"How The Beach Boys Convinced Me To Stop Cleaning My Apartment","https://artplusmarketing.com/how-the-beach-boys-convinced-me-to-stop-cleaning-my-apartment-f07b8d7ef9a2?source=topic---8------0-----------"
"","https://medium.com/@dylandriscoll5"
"Dylan Driscoll","https://artplusmarketing.com/@dylandriscoll5"
"Why Beyonce’s ‘Lemonade’ is Even Sweeter and More Refreshing","https://medium.com/@nilegirl/why-beyonces-lemonade-is-even-sweeter-and-more-refreshing-4f5a245903c5?source=topic---8------2-----------"
"","https://medium.com/@nilegirl"
"‘Bring It On’ Tackled Cultural Appropriation Before It Was Cool","https://dose.com/bring-it-on-tackled-cultural-appropriation-before-it-was-cool-d9f9c401c46e?source=topic---8------3-----------"
"","https://medium.com/@baradifi"
"Josh O’Connor","https://dose.com/@baradifi"
"New ‘Game of Thrones’ Pictures Remind Us of All The Reasons Why We Miss Westeros","https://filmschoolrejects.com/game-of-thrones-season-7-first-photos-dcac75bf9bb0?source=topic---8------1-----------"
"","https://medium.com/@ciarawardlow"
"Ciara Wardlow","https://filmschoolrejects.com/@ciarawardlow"
"Jean Clothes, Ranked","https://thehairpin.com/jean-clothes-ranked-8b80a832a488?source=topic---8------4-----------"
"","https://medium.com/@jrnnynrlson"
"Jenny Nelson","https://thehairpin.com/@jrnnynrlson"
"My Problem With Audiobooks","https://medium.com/@tinaisreading/my-problem-with-audiobooks-b83efa235f9?source=topic---8------0-----------"
"","https://medium.com/@tinaisreading"
"4 Attractive Bald Men AKA The Fate Of The Furious","https://movietime.guru/4-attractive-bald-men-aka-the-fate-of-the-furious-70ab636984ef?source=topic---8------1-----------"
"","https://medium.com/@shanisilver"
"Shani Silver","https://movietime.guru/@shanisilver"
"Genre as Liberation: Lee Irby on Learning to Manipulate Thriller Tropes","https://medium.com/@penguinrandomus/genre-as-liberation-lee-irby-on-learning-to-manipulate-thriller-tropes-45dd303d8762?source=topic---8------2-----------"
"","https://medium.com/@penguinrandomus"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Ftopic%2Fdigital-design"
"How Facebook will kill the gradient","https://medium.muz.li/how-facebook-killed-the-gradient-6eebdf1110f0?source=topic---8------0-----------"
"","https://medium.com/@brittanyjezouit"
"The search for a better accessibility symbol is solving the wrong design problem","https://medium.com/@alexhaagaard/the-search-for-a-better-accessibility-symbol-is-solving-the-wrong-design-problem-894e6d5e8044?source=topic---8------2-----------"
"0 to 60 brand design","https://medium.com/@kellyrauwerdink/0-to-60-brand-design-b695878a4c16?source=topic---8------3-----------"
"Gamification in UX. Increasing User Engagement.","https://uxplanet.org/gamification-in-ux-increasing-user-engagement-6437cbf702aa?source=topic---8------1-----------"
"","https://medium.com/@tubikstudio"
"How to analyze usability from motion","https://medium.com/ux-in-motion/how-to-analyze-usability-from-motion-a0fef627b4ee?source=topic---8------4-----------"
"What We Talk about When We Talk about Sketching","https://medium.com/capitalonedesign/what-we-talk-about-when-we-talk-about-sketching-4195a415bc4f?source=topic---8------0-----------"
"","https://medium.com/@adaptivepath"
"#RESIST the urge.","https://medium.com/@hanawalt/resist-the-urge-a87f05706b6?source=topic---8------2-----------"
"","https://medium.com/@hanawalt"
"The internet’s biggest UX design pet peeves","https://medium.com/@codecraftschool/the-internets-biggest-ux-design-pet-peeves-295c867d678f?source=topic---8------3-----------"
"","https://medium.com/@codecraftschool"
"Gmail: An Unsolicited Redesign (#1)","https://blog.prototypr.io/gmail-an-unsolicited-redesign-1-2b244886eef8?source=topic---8------1-----------"
"","https://medium.com/@aldentan"
"Alden Tan","https://blog.prototypr.io/@aldentan"
"Designing from the Car: Why Context Matters","https://medium.com/uber-design/designing-from-the-car-why-context-matters-a5e03fa2b744?source=topic---8------4-----------"
"","https://medium.com/@eisforevi"
"The Impact of Color on Conversion Rates","https://medium.com/thinking-design/the-impact-of-color-on-conversion-rates-4f2b4cce9f2a?source=topic---8------0-----------"
"","https://medium.com/@creativecloud"
"Dispatches from the data visualization gutter","https://medium.com/visualizing-the-field/dispatches-from-the-data-visualization-gutter-1c4acfcde934?source=topic---8------1-----------"
"","https://medium.com/@jorgecamoes"
"Illustrating a more human brand (part 1)","https://medium.com/dropbox-design/illustrating-a-more-human-brand-part-1-e1cfe3c28d9?source=topic---8------2-----------"
"","https://medium.com/@michaeljeter_99759"
"How to Meet User Expectations for Artificial Intelligence","https://medium.com/salesforce-ux/how-to-meet-user-expectations-for-artificial-intelligence-a51d3c82af6?source=topic---8------0-----------"
"","https://medium.com/@kathykbaxter"
"UX … it’s more than just graphic design","https://medium.com/madison-ave-collective/ux-its-more-than-just-graphic-design-45e894517fbc?source=topic---8------1-----------"
"","https://medium.com/@elisabeth_95734"
"The Essential Guide to a Stellar Design Portfolio","https://medium.springboard.com/the-essential-guide-to-a-stellar-design-portfolio-1913df89ada7?source=topic---8------2-----------"
"","https://medium.com/@101"
"Nick Babich","https://medium.springboard.com/@101"
"Reimagining The User Funnel With Color, Emotion, Dating, and Quantum Physics.","https://medium.muz.li/reimagining-the-user-funnel-with-color-emotion-dating-and-quantum-physics-342f9eb61a9e?source=topic---8------0-----------"
"Elliot Soren","https://medium.muz.li/@elliotsoren"
"Combatting unconscious bias in design","https://uxdesign.cc/combatting-unconscious-bias-in-design-bff4dfb013c3?source=topic---8------2-----------"
"","https://medium.com/@jenheazlewood"
"Jen Heazlewood","https://uxdesign.cc/@jenheazlewood"
"When Design Feels Like an Uphill battle","https://medium.com/the-year-of-the-looking-glass/when-design-feels-like-an-uphill-battle-7dde15ac36bb?source=topic---8------3-----------"
"","https://medium.com/@joulee"
"Design principle: Consistency","https://medium.com/@antonnikolov/design-principle-consistency-6b0cf7e7339f?source=topic---8------1-----------"
"","https://medium.com/@antonnikolov"
"Lessons we accidentally learned while running a design shop","https://deardesignstudent.com/lessons-we-accidentally-learned-while-running-a-design-shop-f58a9c389bf4?source=topic---8------4-----------"
"","https://medium.com/@monteiro"
"Mike Monteiro","https://deardesignstudent.com/@monteiro"
"On Loser Experience Design","https://medium.com/on-human-centric-systems/on-loser-experience-design-1916629c36fc?source=topic---8------0-----------"
"","https://medium.com/@mattlemay"
"The problem with “everyone is a designer.”","https://medium.com/@aub/the-problem-with-everyone-is-a-designer-1939ff08b6d4?source=topic---8------1-----------"
"","https://medium.com/@aub"
"Are Gradients The New Colors?","https://medium.muz.li/why-gradients-are-the-new-colors-3d8d42a7a6fc?source=topic---8------2-----------"
"","https://medium.com/@galshir"
"Gal Shir","https://medium.muz.li/@galshir"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Ftopic%2Fwork"
"Why I want my employees to leave their jobs","https://medium.com/startup-grind/why-i-want-my-employees-to-leave-their-jobs-95a652f519fb?source=topic---8------0-----------"
"What My Obsession with Snapchat Taught Me About Personal Branding","https://startupsventurecapital.com/what-my-obsession-with-snapchat-taught-me-about-personal-branding-3920f8914861?source=topic---8------2-----------"
"","https://medium.com/@JessicaZweig_"
"What world-class communicators do differently: 3 lessons from neuroscience","https://medium.com/the-mission/what-world-class-communicators-do-differently-3-lessons-from-neuroscience-37c5f29b9837?source=topic---8------3-----------"
"Never ever be passionate.","https://medium.com/do-contribute/never-ever-be-passionate-d84a4554bda8?source=topic---8------1-----------"
"The Skill That Grew My Company 600%","https://medium.com/swlh/the-skill-that-grew-my-company-600-753e97195cdc?source=topic---8------4-----------"
"How To set Up A Customer Feedback Flow That Works","https://thinkgrowth.org/how-to-set-up-a-customer-feedback-flow-that-works-1955f9aed109?source=topic---8------0-----------"
"","https://medium.com/@Nikjenikkes"
"Nikky Hofland","https://thinkgrowth.org/@Nikjenikkes"
"Why It’s Absolutely Ok To Fail (Personal Story Inside)","https://medium.com/@Cheryl__Clarke/why-its-absolutely-ok-to-fail-personal-story-inside-8029328469f6?source=topic---8------2-----------"
"","https://medium.com/@Cheryl__Clarke"
"CHANGING WORLD, CHANGING WORK","https://medium.com/we-the-peoples/changing-world-changing-work-aaf213b5ec7?source=topic---8------3-----------"
"","https://medium.com/@UN_Women"
"Staying in the Discomfort Zone","https://medium.com/the-year-of-the-looking-glass/staying-in-the-discomfort-zone-11a2366a5fc1?source=topic---8------1-----------"
"So you’ve exited — now what?","https://hackernoon.com/so-youve-exited-now-what-ba541386c6b?source=topic---8------4-----------"
"","https://medium.com/@infoarbitrage"
"Roger Ehrenberg","https://hackernoon.com/@infoarbitrage"
"What should a software engineer look like?","https://code.likeagirl.io/what-should-a-software-engineer-look-like-a54ee1d3563b?source=topic---8------0-----------"
"","https://medium.com/@kosyfrances"
"Kosisochukwu Anyanwu","https://code.likeagirl.io/@kosyfrances"
"Teams As A Second Language","https://codyroyle.com/teams-as-a-second-language-49d80eb6900d?source=topic---8------1-----------"
"","https://medium.com/@codyroyle"
"Cody Royle","https://codyroyle.com/@codyroyle"
"Why the most successful businesses have strong values","https://medium.com/world-economic-forum/why-the-most-successful-businesses-have-strong-values-1b4efec48dd4?source=topic---8------2-----------"
"If you’re not lost, it’s probably not groundbreaking","https://medium.com/startup-grind/if-youre-not-lost-it-s-probably-not-groundbreaking-62ffa0683b?source=topic---8------0-----------"
"","https://medium.com/@sophie.okelly"
"The Office of The Future","https://hackernoon.com/the-office-of-the-future-dfa6d1c11dc2?source=topic---8------1-----------"
"","https://medium.com/@sfagency"
"Jonas Altman","https://hackernoon.com/@sfagency"
"Capturing Those “Illogical Steps”","https://medium.com/@rnadworny/capturing-those-illogical-steps-606bb104dc4d?source=topic---8------2-----------"
"","https://medium.com/@rnadworny"
"The Morality of Manipulation","https://medium.com/startup-grind/the-morality-of-manipulation-dbd9d031071f?source=topic---8------0-----------"
"","https://medium.com/@nireyal"
"Why Your Tech Company Needs an Archaeologist to Fix Your Corporate Culture","https://hackernoon.com/why-your-tech-company-needs-an-archaeologist-to-fix-your-corporate-culture-814fcd1e408e?source=topic---8------2-----------"
"","https://medium.com/@lisagrimm"
"Lisa Grimm","https://hackernoon.com/@lisagrimm"
"Truth in Pictures: What Google Image Searches Tell Us About Inequality at Work","https://code.likeagirl.io/truth-in-pictures-what-google-image-searches-tell-us-about-inequality-at-work-554583cfe99d?source=topic---8------3-----------"
"","https://medium.com/@gretchenhellman"
"Gretchen Hellman","https://code.likeagirl.io/@gretchenhellman"
"Why you probably don’t want innovation","https://medium.com/startup-grind/why-you-probably-dont-want-innovation-2cb096107811?source=topic---8------1-----------"
"","https://medium.com/@tomfgoodwin"
"Why Companies Are Not Startups","https://medium.com/startup-grind/why-companies-are-not-startups-41e5785e0b4e?source=topic---8------4-----------"
"Where’s the Money?","https://medium.com/startup-grind/wheres-the-money-takeaways-from-sheworx100-summit-nyc-2bdc24ad93ad?source=topic---8------0-----------"
"","https://medium.com/@SheWorx"
"What the “Buy American, Hire American” Executive Order Could Mean for the Tech Industry","https://medium.com/@elizabethgracebecker/what-the-buy-american-hire-american-executive-order-could-mean-for-the-tech-industry-bb41309ab4?source=topic---8------1-----------"
"","https://medium.com/@elizabethgracebecker"
"The Entrepreneurial Freelancer","https://medium.com/the-imperfectionist/the-entrepreneurial-freelancer-89489218a6ac?source=topic---8------2-----------"
"","https://medium.com/@williamfrazier"
"So you’ve exited — now what?","https://hackernoon.com/so-youve-exited-now-what-ba541386c6b?source=topic---8------0-----------"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40freddiedeboer"
"http://fredrikdeboer.com","http://fredrikdeboer.com"
"12 Following","https://medium.com/@freddiedeboer/following"
"3.7K Followers","https://medium.com/@freddiedeboer/followers"
"","https://twitter.com/freddiedeboer"
"Latest","https://medium.com/@freddiedeboer/latest"
"Recommends","https://medium.com/@freddiedeboer/has-recommended"
"Responses","https://medium.com/@freddiedeboer/responses"
"Freddie deBoer","https://medium.com/@freddiedeboer?source=user_profile---------1-----------"
"Apr 26","https://medium.com/@freddiedeboer/the-three-hot-trends-in-silicon-valley-horseshit-95cc5a85e8a4?source=user_profile---------1-----------"
"64 responses","https://medium.com/@freddiedeboer/the-three-hot-trends-in-silicon-valley-horseshit-95cc5a85e8a4?source=user_profile---------1-----------#--responses"
"Freddie deBoer","https://medium.com/@freddiedeboer?source=user_profile---------2-----------"
"Apr 21","https://medium.com/@freddiedeboer/why-is-online-the-way-it-is-5cbe57f09664?source=user_profile---------2-----------"
"13 responses","https://medium.com/@freddiedeboer/why-is-online-the-way-it-is-5cbe57f09664?source=user_profile---------2-----------#--responses"
"Freddie deBoer","https://medium.com/@freddiedeboer?source=user_profile---------3-----------"
"Apr 18","https://medium.com/@freddiedeboer/its-ok-for-you-to-be-you-but-remember-that-you-are-not-the-cosmos-d2790ae5dffb?source=user_profile---------3-----------"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40freddiedeboer%2Fthe-three-hot-trends-in-silicon-valley-horseshit-95cc5a85e8a4%3Fsource%3Dreading_list---4------1-----------"
"","https://medium.com/@freddiedeboer?source=post_header_lockup"
"Juicero","https://www.bloomberg.com/news/features/2017-04-19/silicon-valley-s-400-juicer-may-be-feeling-the-squeeze"
"RentBerry","http://gizmodo.com/bidding-website-rentberry-may-be-the-startup-of-your-ni-1793940693"
"Why is everything so expensive","http://slatestarcodex.com/2017/02/09/considerations-on-cost-disease/"
"Real Estate","https://medium.com/tag/real-estate?source=post"
"Housing","https://medium.com/tag/housing?source=post"
"","https://medium.com/@freddiedeboer?source=footer_card"
"Learn more","https://medium.com/@Medium/personalize-your-medium-experience-with-users-publications-tags-26a41ab1ee0c#.hx4zuv3mg"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.freecodecamp.com%2F%40nikodonnell"
"@fullStackPapa","http://twitter.com/fullStackPapa"
"8 Following","https://medium.com/@nikodonnell/following"
"45 Followers","https://medium.com/@nikodonnell/followers"
"","https://medium.freecodecamp.com"
"Nikolas O'Donnell","https://medium.freecodecamp.com/@nikodonnell?source=user_profile---------0-----------"
"freeCodeCamp","https://medium.freecodecamp.com?source=user_profile---------0-----------"
"Apr 26","https://medium.freecodecamp.com/the-domain-name-system-dns-is-the-backbone-of-the-internet-heres-how-it-all-works-5706d0afa0fa?source=user_profile---------0-----------"
"2 responses","https://medium.freecodecamp.com/the-domain-name-system-dns-is-the-backbone-of-the-internet-heres-how-it-all-works-5706d0afa0fa?source=user_profile---------0-----------#--responses"
"","https://medium.com/startup-grind?source=logo-lo_998911af6ef4---f5c95cc981bd"
"","https://twitter.com/StartupGrind"
"","https://facebook.com/startupgrind"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2Fstartup-grind%2Fwhy-companies-are-not-startups-41e5785e0b4e%3Fsource%3Dreading_list---4------3-----------"
"Home","https://medium.com/startup-grind"
"Big Ideas","https://medium.com/startup-grind/tagged/startup"
"Founder Stories","https://medium.com/startup-grind/tagged/entrepreneurship"
"Startup Culture","https://medium.com/startup-grind/tagged/tech"
"Growth & Scale","https://medium.com/startup-grind/tagged/marketing"
"Venture Capital","https://medium.com/startup-grind/tagged/venture-capital"
"Europe Conference","https://www.startupgrind.com/europe/?utm_source=MediumNav"
"","https://medium.com/startup-grind/search"
"","https://medium.com/@sgblank?source=post_header_lockup"
"business model","http://www.businessmodelgeneration.com/canvas"
"business model","http://www.youtube.com/watch?v=NnQrQD991hY"
"Strategy Maps","http://www.amazon.com/gp/product/0875846513/ref=as_li_tf_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=0875846513&linkCode=as2&tag=wwwsteveblank-20"
"RONA","http://www.investopedia.com/terms/r/rona.asp"
"IRR","http://www.investopedia.com/terms/i/irr.asp"
"EBIDA","http://www.investinganswers.com/financial-dictionary/financial-statement-analysis/earnings-interest-depreciation-and-amortization-eb"
"‘s a lot easier to get these numbers to look great","http://www.youtube.com/watch?v=YYtXk0K4OPw"
"tools and processes pioneered in Lean Startups","https://archive.harvardbusiness.org/cla/web/pl/product.seam?c=29512&i=29514&cs=72931baa3b05f76aca8090b33db139b0"
"Investment Readiness Level","https://steveblank.com/2014/02/25/is-this-startup-ready-for-investment/"
"","http://eepurl.com/bBbrFX"
"","https://europe2017.eventbrite.com/?aff=mediumfooter"
"","http://startupgrind.com/chapters"
"Innovation","https://medium.com/tag/innovation?source=post"
"Business","https://medium.com/tag/business?source=post"
"Entrepreneurship","https://medium.com/tag/entrepreneurship?source=post"
"Marketing","https://medium.com/tag/marketing?source=post"
"Startup","https://medium.com/tag/startup?source=post"
"","https://medium.com/@sgblank?source=footer_card"
"","https://medium.com/startup-grind?source=footer_card"
"","https://medium.freecodecamp.com?source=logo-lo_ac7a6dbdbeec---336d898217ee"
"","https://twitter.com/freecodecamp"
"","https://facebook.com/freecodecamp"
"Sign in / Sign up","https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.freecodecamp.com%2Fthe-domain-name-system-dns-is-the-backbone-of-the-internet-heres-how-it-all-works-5706d0afa0fa%3Fsource%3Dreading_list---4------0-----------"
"Dev","https://medium.freecodecamp.com/tagged/web-development"
"Design","https://medium.freecodecamp.com/tagged/design"
"Data","https://medium.freecodecamp.com/tagged/data-science"
"Learn to code for free","https://freecodecamp.com?ref=mn"
"","https://medium.freecodecamp.com/search"
"","https://medium.freecodecamp.com/@nikodonnell?source=post_header_lockup"
"iwantmyname","https://iwantmyname.com"
"Quincy Larson","https://medium.com/@quincylarson"
"freecodecamp.com","http://freecodecamp.com"
"Verisign","https://www.verisign.com/en_US/website-presence/online/how-dns-works/index.xhtml"
"At-Large","https://atlarge.icann.org"
"At-Large","https://atlarge.icann.org/news/announcement-12-2014-08-07-en"
"here’s where you can find out more and apply","https://atlarge.icann.org/get-involved/individual-member"
"ALS","https://atlarge.icann.org/alses"
